Altura,Peso
180,77.9
180,63.2
163,50.8
172,58.2
167,67.4
168,68.7
180,78.8
190,86.8
177,69.3
169,64.7
183,62.2
172,66.6
170,61.1
165,51.8
195,80.8
177,67.2
187,84.6
168,56.1
170,64.3
188,80.7
180,60.2
183,72.8
167,52.4
186,84.6
180,61.4
187,68.3
192,79.8
195,72.0
173,60.1
183,70.5
160,48.1
190,85.3
175,73.2
191,70.8
162,51.7
188,84.1
185,78.2
165,58.0
184,73.1
172,72.7
160,61.5
167,62.6
186,82.0
164,57.1
193,77.9
184,63.4
182,63.3
195,82.6
185,64.1
173,59.2
187,80.3
163,61.8
194,81.6
182,63.7
190,85.5
192,76.1
162,59.2
176,68.6
165,65.4
190,88.2
161,50.2
171,66.4
177,77.5
192,73.7
178,67.0
181,73.6
168,60.4
166,56.6
180,64.4
192,76.3
173,60.1
194,86.5
180,62.8
184,81.2
185,80.6
162,60.9
191,90.8
185,70.6
170,56.3
161,58.5
171,55.9
176,61.7
170,59.5
161,60.1
168,53.7
172,56.4
186,74.0
170,67.8
172,60.2
192,68.5
186,84.1
191,87.8
195,71.7
174,61.5
160,52.0
187,73.8
185,78.0
169,67.0
165,59.1
195,85.3
185,82.0
176,73.3
191,69.0
168,65.7
190,87.7
186,75.8
172,58.6
168,62.4
178,61.2
168,56.8
174,59.0
187,68.1
178,64.8
169,60.9
179,73.6
188,86.8
183,81.9
176,59.2
180,80.4
176,75.2
193,88.0
167,56.2
190,84.0
180,74.3
161,53.5
187,86.5
190,77.9
174,67.3
168,59.1
165,61.8
171,71.7
185,81.8
172,68.1
194,71.2
181,65.8
160,63.6
177,62.9
178,62.4
184,72.9
172,58.8
185,70.6
187,72.4
193,72.7
178,61.9
194,91.0
182,62.7
160,48.0
180,74.8
171,55.5
176,69.0
160,59.8
167,67.3
161,52.2
194,79.3
181,79.3
179,69.5
186,72.2
194,91.9
178,76.8
178,66.3
165,53.7
184,66.9
177,72.1
182,81.9
183,63.9
182,77.8
176,63.8
173,68.4
161,49.1
165,59.1
184,81.9
168,70.1
179,79.1
195,77.9
170,61.4
172,63.6
164,62.9
164,52.1
194,75.9
189,86.4
173,68.6
191,68.0
187,74.9
167,66.9
191,68.8
193,91.5
187,85.1
191,89.0
180,64.4
181,75.8
179,70.5
167,65.3
161,62.1
195,77.9
183,67.3
185,84.5
172,66.7
163,59.8
160,60.8
175,71.2
178,65.7
183,62.0
176,69.6
194,87.3
193,78.4
161,61.6
195,87.7
165,52.0
168,65.8
186,73.6
165,60.3
166,55.9
164,53.6
195,77.4
189,85.8
186,67.0
181,68.3
180,63.9
162,60.7
176,65.1
176,69.7
189,70.5
188,67.1
183,72.6
169,55.1
191,87.1
195,71.0
186,83.0
169,64.4
168,69.1
170,71.7
187,66.3
163,60.3
181,64.2
163,62.6
187,74.0
190,82.6
179,64.6
171,58.8
172,73.2
165,66.2
165,54.8
187,65.2
166,55.0
180,72.7
180,66.6
183,62.6
166,66.4
190,87.4
177,75.5
182,69.6
193,91.9
168,61.6
187,71.3
164,59.0
173,73.6
177,74.2
171,58.8
171,65.0
162,53.6
195,78.9
192,74.0
187,77.7
186,64.2
160,63.2
161,62.9
161,59.3
162,55.3
188,84.6
172,73.5
189,70.1
167,62.3
191,76.5
195,75.7
174,75.4
189,71.2
186,79.3
191,84.8
162,54.0
186,83.5
186,68.7
194,86.1
162,55.2
170,55.5
179,73.7
185,70.8
163,61.7
191,90.8
180,68.8
178,65.8
190,68.1
173,57.0
169,63.1
186,86.1
180,71.5
165,65.3
183,66.0
167,64.1
183,65.0
167,60.5
166,60.6
172,72.5
179,73.5
177,77.3
178,59.6
195,88.2
176,64.8
166,53.4
170,69.3
168,60.0
164,56.5
168,65.5
173,67.6
174,67.9
187,67.5
174,62.6
195,70.5
176,75.8
170,68.8
188,76.7
186,67.7
176,67.0
194,79.3
186,71.4
174,59.9
177,59.2
190,85.9
161,56.6
181,61.1
179,76.9
187,80.1
172,57.5
194,83.1
180,73.8
185,82.5
170,70.4
165,67.7
171,61.8
177,74.7
165,54.1
185,69.2
162,49.9
169,63.2
171,65.5
171,61.9
176,73.9
172,64.3
188,72.3
169,68.2
168,57.8
172,67.4
170,71.7
183,65.2
194,90.5
162,49.4
170,68.6
193,76.0
169,57.5
162,64.4
188,85.4
185,69.4
168,62.9
194,71.3
176,74.6
186,64.9
165,51.9
164,63.0
169,65.4
195,72.4
180,63.3
164,51.4
181,68.0
169,57.4
160,58.2
191,82.8
172,62.4
160,50.7
193,72.8
165,61.4
173,68.3
176,69.7
180,73.4
195,86.5
186,79.2
171,67.9
186,72.7
168,59.3
188,87.9
166,55.8
186,76.3
171,65.9
170,69.7
171,70.1
168,59.3
161,61.8
190,74.1
182,67.6
165,59.6
176,72.0
187,82.5
177,71.9
161,51.9
172,55.5
173,62.1
178,65.3
172,66.5
165,66.8
171,61.4
184,67.0
167,62.8
168,65.1
189,88.7
171,54.2
171,54.3
168,56.5
176,61.1
169,56.6
167,65.5
188,86.9
176,76.7
186,70.4
180,75.7
175,76.2
178,58.9
195,78.4
162,65.3
164,54.4
170,64.7
190,76.5
174,61.3
192,73.0
163,57.4
179,63.1
173,69.5
194,91.0
188,73.7
187,68.8
180,79.4
169,65.9
177,68.7
183,72.5
173,59.4
177,73.9
189,74.7
172,65.4
168,63.6
164,53.8
166,57.9
172,64.5
190,87.4
161,48.0
186,80.4
166,54.0
166,55.1
161,58.4
176,57.4
160,47.5
174,66.7
164,54.3
181,80.9
186,79.9
189,67.9
180,78.4
171,66.6
160,51.7
180,61.4
181,61.8
167,55.7
187,82.7
193,69.3
191,89.6
181,67.3
189,74.9
178,77.0
195,72.0
161,55.2
182,75.9
181,73.4
182,67.6
192,90.4
166,64.4
170,62.9
170,71.8
177,73.1
161,49.9
178,72.1
166,53.4
193,70.8
175,70.9
186,77.0
182,65.4
171,59.1
164,54.9
184,67.3
174,56.5
187,77.0
173,66.9
181,64.1
170,61.0
185,73.0
184,82.6
166,56.4
162,56.5
178,60.3
167,57.6
188,80.5
162,63.4
174,56.1
166,53.7
164,52.0
181,74.5
169,59.2
167,59.9
184,77.5
180,79.3
175,57.7
189,75.7
192,84.9
180,77.6
179,68.4
190,89.5
167,63.4
173,67.8
167,69.3
161,56.2
171,70.1
167,61.2
190,77.0
191,70.8
187,78.0
186,78.8
170,60.9
163,55.4
177,70.5
184,81.5
176,74.1
184,72.3
163,51.7
178,69.6
164,61.9
160,54.8
164,59.2
180,69.4
179,59.3
160,60.0
176,74.0
183,65.0
164,50.5
179,70.9
175,72.4
192,82.6
191,90.6
174,57.7
184,74.5
169,70.7
180,71.6
177,72.5
167,64.3
184,81.5
192,78.3
170,65.3
161,48.1
185,66.0
182,80.9
184,71.3
184,76.6
170,63.5
186,77.9
184,70.2
180,72.3
175,75.9
191,87.8
194,83.6
170,71.5
177,61.2
176,66.4
183,72.7
175,71.3
192,83.1
189,73.4
184,72.2
166,52.2
172,57.0
193,87.4
166,55.1
174,68.4
194,69.7
161,63.8
182,70.5
187,68.6
168,64.6
186,81.1
174,74.5
189,73.4
190,77.5
170,54.1
181,71.5
184,69.3
177,60.2
178,66.2
164,52.1
172,72.9
194,80.5
188,83.8
192,71.8
186,83.2
174,71.5
161,51.9
165,64.7
179,60.6
173,65.0
169,55.3
161,50.1
160,54.3
184,72.6
192,89.6
188,81.5
181,67.3
180,62.7
163,55.1
181,79.0
184,67.9
167,67.6
180,61.5
194,93.2
195,80.1
188,66.8
182,64.6
191,68.0
171,71.2
188,81.5
184,65.1
166,54.0
190,86.1
174,58.3
175,61.5
190,76.3
193,72.1
163,53.3
172,59.9
186,81.8
180,69.9
172,63.1
189,74.3
187,66.2
163,64.1
183,75.0
164,54.1
163,51.4
187,83.8
165,50.6
166,51.6
172,67.4
172,73.1
176,72.9
187,66.3
177,77.5
181,76.4
165,62.4
162,61.1
160,58.8
188,86.4
179,72.1
192,68.2
171,69.4
169,56.3
194,87.1
188,66.7
163,65.7
189,77.9
185,64.0
187,74.0
182,71.8
170,60.0
167,57.9
177,64.8
184,68.6
183,79.6
182,62.4
174,64.5
172,64.8
167,66.7
187,66.7
168,56.6
160,55.1
160,52.3
161,48.8
166,63.9
180,68.0
171,72.8
165,57.9
187,85.1
173,56.9
168,69.9
179,70.3
178,67.4
166,60.5
172,64.5
186,82.2
176,59.8
163,60.5
172,67.8
189,85.2
176,66.9
176,75.8
173,58.6
195,83.1
191,81.5
165,56.6
190,83.9
174,60.4
192,88.2
169,59.3
167,55.1
166,52.4
172,65.9
175,63.5
188,77.8
162,50.2
192,89.1
193,72.1
189,77.1
175,70.2
186,70.0
172,56.2
180,60.8
192,82.8
189,74.5
195,71.5
182,77.1
173,71.9
192,76.8
161,50.1
186,69.2
166,57.3
181,81.1
194,86.5
189,70.8
183,70.4
164,55.6
167,58.1
167,63.4
172,64.9
190,67.1
167,54.4
164,61.6
190,75.0
188,70.4
186,79.7
193,83.2
192,77.8
194,77.7
175,76.1
167,55.8
182,64.0
178,67.6
186,81.1
185,82.1
180,64.4
175,60.7
177,66.4
170,64.4
174,66.8
176,71.7
163,54.3
191,85.2
178,76.6
180,60.1
185,64.9
190,71.8
182,78.7
177,75.9
168,57.7
178,61.4
170,64.4
181,72.3
177,74.8
174,73.9
189,70.8
163,53.4
166,56.6
179,78.8
170,61.6
189,78.4
167,59.2
161,56.4
186,66.9
191,84.3
179,61.7
177,66.8
184,68.8
173,57.9
182,65.6
191,81.3
189,76.7
182,76.5
169,68.8
194,87.9
167,66.9
171,55.0
173,66.7
167,64.6
163,60.1
181,61.4
177,61.1
184,80.0
177,75.1
187,80.9
184,70.7
175,76.2
163,60.5
173,58.5
164,56.7
185,67.2
180,72.2
165,57.8
178,66.5
188,82.8
177,59.3
161,59.7
175,57.0
164,54.2
186,67.6
186,84.8
195,74.7
188,77.8
183,67.9
171,67.0
193,88.9
193,89.7
188,70.7
175,65.6
160,57.5
176,58.0
163,65.5
161,50.8
170,64.5
195,77.0
165,65.6
166,60.8
192,68.5
177,69.1
167,61.0
166,57.8
171,69.9
173,58.7
184,73.5
171,58.6
172,67.8
194,76.5
178,62.8
194,90.3
186,66.7
184,66.3
188,82.0
160,54.8
165,57.6
191,75.5
161,59.7
188,71.3
177,62.2
176,60.2
182,73.1
193,70.2
187,72.1
163,66.1
193,81.3
179,72.1
181,70.2
178,70.1
184,73.6
172,55.8
186,73.5
186,69.9
194,85.5
174,57.1
177,70.6
185,76.3
162,52.4
160,48.1
173,74.5
164,53.7
184,75.3
166,60.2
168,55.9
180,77.1
178,72.8
163,56.8
167,66.4
167,67.5
170,56.9
194,74.6
173,72.2
178,67.1
165,51.3
170,62.0
164,62.9
185,74.3
184,71.0
173,71.7
166,65.7
175,59.2
176,67.0
187,84.8
192,89.3
163,50.6
160,61.4
180,64.3
162,62.3
181,62.1
161,50.6
181,67.4
188,71.9
170,64.6
191,90.5
190,82.6
177,68.5
163,65.4
185,68.9
186,73.9
172,65.2
161,51.7
184,79.2
167,65.7
160,63.7
192,85.3
190,71.9
180,75.4
169,71.1
191,70.8
183,75.4
173,65.1
162,57.3
162,48.8
185,69.0
169,61.9
183,68.3
185,66.4
160,49.1
170,56.2
172,69.3
190,71.6
171,66.4
176,69.3
171,65.2
190,69.4
176,64.1
180,73.2
165,56.0
167,52.6
164,60.0
188,81.3
174,72.0
167,63.1
168,60.3
177,74.0
193,76.1
171,55.2
176,71.5
171,54.3
162,56.4
187,84.4
189,69.8
160,48.4
194,81.4
193,73.4
171,56.3
166,68.4
187,76.6
184,79.4
192,80.0
160,52.2
173,62.7
164,65.7
165,62.8
161,63.4
184,74.8
179,71.3
186,85.0
188,67.8
170,66.8
163,58.6
174,70.0
190,76.6
183,77.2
161,57.4
161,52.9
162,61.8
175,71.4
190,76.9
177,70.3
165,66.4
160,49.9
190,75.2
191,74.7
193,79.6
170,59.6
163,59.5
166,57.3
193,70.6
195,84.8
186,77.9
170,62.8
166,51.2
179,72.7
172,60.1
191,79.8
189,77.7
192,87.0
165,60.9
194,84.6
191,82.4
190,88.1
161,64.5
195,91.2
189,87.6
189,83.8
183,69.0
195,91.7
160,51.6
195,93.8
184,65.6
189,69.1
175,70.5
193,78.1
188,80.3
183,70.3
189,88.6
165,60.6
175,66.8
192,75.4
183,76.3
166,60.0
162,56.0
192,85.2
188,69.1
161,63.2
175,65.9
172,56.6
177,77.7
193,83.9
181,77.5
175,67.7
165,59.8
184,74.4
178,75.4
170,69.0
193,74.5
187,74.5
184,70.6
160,59.7
192,72.9
181,76.0
180,66.8
162,49.5
172,71.9
164,55.2
193,90.4
165,54.9
164,54.1
167,57.6
169,70.4
183,62.3
162,60.9
163,63.9
162,55.3
175,67.6
168,70.0
163,50.2
192,84.9
188,80.1
177,69.6
191,85.2
185,81.3
186,76.9
190,75.5
195,91.2
186,69.4
169,62.1
187,86.8
172,60.8
177,74.8
195,81.7
186,77.8
189,70.3
184,69.2
169,53.3
177,60.4
193,92.4
192,73.2
178,76.8
165,67.7
162,49.5
168,65.9
188,79.5
192,81.3
179,79.1
194,76.2
177,75.1
186,69.2
184,63.2
195,85.3
189,70.4
162,55.1
181,62.6
193,76.3
169,57.4
181,61.2
177,67.4
164,63.9
162,60.9
162,65.3
172,64.6
177,58.0
164,50.9
188,85.4
186,84.8
162,54.3
161,51.6
178,77.0
194,92.0
184,62.7
194,71.1
191,90.3
192,74.2
188,66.4
173,69.2
179,71.0
191,73.7
171,56.0
186,68.0
165,58.6
191,74.1
190,67.8
169,69.7
175,68.7
174,61.3
175,58.3
191,83.5
185,65.4
186,66.3
164,59.0
164,62.5
191,88.9
169,65.6
169,55.8
190,67.0
188,74.6
161,56.7
184,82.6
161,53.8
185,81.8
167,53.2
192,80.8
161,61.4
163,49.4
186,78.0
185,70.7
178,63.4
187,81.3
194,87.7
163,54.9
168,53.5
182,72.4
163,57.6
175,64.8
186,70.9
176,59.4
187,80.4
174,69.0
190,81.8
163,61.7
167,69.3
166,66.0
175,73.9
186,68.8
192,83.6
183,79.9
175,60.7
192,90.3
173,73.7
180,76.5
180,75.9
189,69.9
185,64.8
185,67.8
171,65.4
163,55.6
173,69.6
193,88.3
188,72.6
163,53.4
184,67.5
160,51.1
184,79.7
195,80.7
171,59.2
160,48.5
180,65.1
173,63.6
186,77.4
190,81.8
194,87.3
169,58.9
179,61.5
182,64.5
160,56.6
187,81.1
164,53.2
192,87.5
188,67.0
181,78.0
166,68.5
185,72.8
183,79.0
191,72.1
188,77.5
192,80.0
160,47.9
184,81.8
189,83.7
175,72.9
170,70.1
189,73.2
162,50.2
186,77.0
192,80.9
170,66.6
164,65.8
166,68.3
195,84.7
178,59.8
162,63.9
192,89.9
185,76.4
177,64.9
175,70.5
173,55.7
190,72.5
160,55.8
192,91.7
165,58.0
168,62.0
191,78.4
161,64.5
181,78.2
161,52.8
188,84.6
168,60.7
185,76.8
191,80.2
187,80.5
161,54.1
184,71.8
170,65.1
174,74.1
176,76.5
162,64.0
186,77.6
182,69.9
183,75.3
176,70.8
181,67.2
194,75.5
176,67.3
193,83.7
183,66.6
194,79.7
161,48.5
187,79.9
180,76.3
191,81.6
179,73.6
161,53.7
176,70.3
180,71.7
193,80.1
186,73.5
194,87.5
162,54.9
195,73.9
195,75.1
164,58.7
172,59.6
193,90.8
194,76.2
182,70.7
168,57.0
172,66.9
167,55.2
189,79.9
186,69.0
186,70.5
191,70.8
181,75.0
192,73.3
164,56.0
172,72.1
194,89.4
164,52.1
172,64.1
177,63.5
191,75.7
160,52.3
187,83.8
180,69.9
185,73.7
170,64.0
190,77.2
164,56.7
189,78.2
168,65.7
171,65.7
183,81.5
162,63.9
178,61.9
162,58.2
190,81.4
189,75.6
176,74.2
169,67.1
161,63.8
193,72.8
169,56.4
173,70.3
195,79.7
190,85.9
178,63.8
181,69.7
184,71.5
168,58.0
192,73.4
187,86.6
185,77.6
184,72.9
168,61.5
193,71.1
193,85.3
167,58.4
162,55.9
165,62.4
183,73.9
173,70.2
186,81.6
174,65.5
184,75.4
195,86.7
173,72.6
185,77.4
185,71.4
189,87.5
161,51.6
167,58.4
166,58.0
162,51.7
175,72.9
182,75.4
175,56.8
189,70.7
170,69.1
163,51.4
178,65.4
160,62.0
172,62.9
166,58.5
171,56.3
167,65.3
162,51.1
187,81.4
163,53.5
173,65.0
195,73.8
194,83.3
191,79.8
182,77.8
177,61.0
172,73.0
163,55.1
186,83.1
188,74.2
188,84.4
176,67.7
170,62.9
194,85.3
183,71.5
176,76.6
186,73.3
167,68.0
187,69.8
192,87.0
183,62.3
193,80.9
192,74.1
182,74.0
176,66.7
195,86.2
175,64.9
171,57.5
182,67.5
194,92.6
175,57.4
161,50.8
161,61.9
162,50.0
190,80.1
165,65.4
177,64.1
182,70.1
170,68.8
162,51.2
172,71.2
160,60.5
163,59.8
191,83.7
172,57.3
191,77.1
184,74.1
160,51.1
189,74.8
162,54.0
168,62.5
176,58.1
184,64.0
172,69.3
174,72.6
193,76.7
169,66.5
177,59.8
187,77.9
173,56.3
184,72.9
163,61.7
187,85.2
192,78.6
160,61.9
165,52.6
171,65.9
192,89.4
181,63.8
193,90.6
182,67.6
181,74.5
184,68.5
169,70.4
160,58.5
160,51.4
162,48.9
183,66.5
193,83.8
165,65.4
160,59.4
182,73.2
181,77.6
164,58.3
188,74.5
175,64.7
174,58.6
173,67.7
185,65.3
187,84.1
179,61.2
193,90.6
184,64.2
189,69.6
163,60.5
190,71.4
195,75.7
166,64.3
190,68.3
174,62.0
166,52.7
191,73.6
192,81.5
175,56.7
172,65.6
189,66.3
167,58.6
173,74.3
172,66.6
184,73.2
176,62.7
180,77.0
186,77.1
177,64.5
189,67.3
169,60.6
184,80.4
165,67.3
167,69.3
190,81.3
193,73.4
193,86.0
161,62.7
175,70.9
180,80.2
169,61.2
176,59.5
184,77.3
170,66.0
192,91.5
195,88.7
160,60.2
171,64.4
161,55.6
193,82.3
181,68.2
184,72.6
176,62.7
162,63.2
193,90.6
183,69.8
165,62.4
192,88.9
166,65.4
182,62.7
183,76.1
181,65.8
191,77.2
191,75.1
186,75.9
166,58.5
176,73.5
163,62.8
173,59.5
163,66.1
189,77.6
181,75.7
192,74.8
184,63.5
175,62.4
162,50.2
186,69.7
195,87.2
162,58.1
189,78.2
192,78.8
170,70.8
179,78.9
180,65.5
192,73.5
188,74.9
192,79.1
162,50.8
193,80.1
161,53.5
160,55.6
180,69.7
164,56.7
166,58.2
172,73.5
184,72.6
190,84.5
175,72.4
174,72.9
170,68.8
173,62.3
177,67.6
185,79.5
185,78.7
165,52.4
172,63.9
162,57.2
166,66.0
160,60.5
178,72.0
179,65.8
195,72.6
188,81.9
179,70.7
160,58.0
160,60.4
184,79.4
174,59.8
168,67.5
192,81.8
181,80.8
160,62.8
181,62.9
161,48.3
160,63.5
194,74.4
172,64.9
161,49.2
172,55.5
172,68.5
185,71.3
168,66.4
177,73.8
166,58.5
173,72.7
187,73.7
164,58.1
187,85.0
171,61.8
187,77.7
182,74.2
175,60.8
181,63.3
193,70.7
187,86.8
177,68.5
171,56.1
169,59.6
192,90.1
168,68.1
160,57.0
180,75.6
195,76.8
184,81.4
187,83.5
174,72.3
176,69.7
182,77.8
168,69.4
162,64.8
170,58.8
170,65.3
186,84.4
190,77.0
192,70.6
167,53.1
179,77.9
190,69.5
177,69.7
161,54.9
187,83.9
169,58.0
178,70.6
164,59.2
193,81.3
160,49.7
179,65.8
192,82.2
182,77.7
184,73.3
168,61.3
188,65.5
169,52.9
168,60.2
162,52.5
189,68.9
162,57.3
177,74.8
175,76.0
186,85.4
178,67.6
168,54.3
173,56.3
191,88.5
195,89.0
167,66.8
161,58.0
164,55.2
172,67.3
162,62.0
165,67.7
184,81.4
166,57.6
166,56.6
174,61.2
189,80.0
164,50.1
181,80.2
169,69.3
183,66.8
194,93.3
187,83.8
166,65.5
177,69.6
171,65.9
165,58.3
175,73.0
183,68.6
190,67.9
161,49.9
177,59.7
172,64.6
172,70.1
183,74.6
177,67.7
167,67.8
170,68.0
178,73.2
190,76.3
191,76.0
193,69.0
177,77.5
189,87.3
177,70.4
174,60.7
164,60.1
170,61.5
188,80.3
187,72.2
195,92.3
173,66.0
181,74.5
192,87.6
175,69.6
161,59.5
160,63.0
177,60.1
181,75.9
172,70.6
190,76.7
190,87.8
160,53.4
185,79.2
182,82.0
194,72.3
167,52.1
187,74.0
186,68.4
170,60.4
180,62.6
180,68.2
162,54.1
195,83.8
194,76.2
161,64.1
167,60.0
188,68.9
192,83.8
176,68.7
185,84.4
168,66.7
170,61.1
166,68.2
195,84.3
179,62.5
166,58.2
164,61.5
176,61.2
172,56.6
185,64.6
162,51.2
187,73.2
164,65.7
162,63.8
181,70.1
193,70.2
176,58.3
186,67.8
175,69.8
179,79.6
186,64.2
163,58.5
181,74.2
194,74.2
173,64.9
175,59.9
188,73.4
191,70.6
193,83.1
178,68.5
185,64.0
192,83.1
173,59.2
189,70.1
190,89.2
182,81.7
179,63.1
160,59.7
190,75.5
186,64.7
177,76.9
164,56.0
187,67.0
179,60.8
163,62.6
173,73.7
187,69.4
170,62.2
162,54.9
170,55.4
177,78.0
195,71.1
176,58.2
176,61.3
190,78.3
167,67.6
180,77.5
187,76.6
165,57.2
179,63.5
163,52.4
193,75.3
189,70.8
178,63.2
193,88.4
177,76.7
165,64.8
190,69.6
170,69.0
168,64.2
176,70.2
170,65.3
169,55.5
190,67.7
161,64.1
163,50.7
175,66.5
167,57.8
169,68.6
192,75.5
180,64.9
194,85.6
193,91.4
166,64.0
172,62.7
181,78.4
176,63.4
184,77.1
185,79.6
195,78.8
188,74.1
176,73.1
162,49.2
174,69.9
184,82.5
182,66.2
169,61.0
183,62.9
166,62.5
187,74.5
172,66.0
182,78.7
165,62.1
164,56.1
192,87.3
167,67.4
183,76.4
169,59.4
163,56.2
182,69.5
185,72.3
195,73.0
166,63.2
163,58.6
172,58.2
187,65.6
165,62.0
188,76.5
165,64.8
191,79.1
179,72.3
179,76.7
183,63.0
161,49.1
166,52.9
179,68.9
193,77.4
175,71.9
168,58.6
174,64.1
170,56.1
192,77.6
186,72.7
173,69.9
173,71.3
193,87.0
191,88.7
161,54.8
164,63.6
160,59.3
183,65.4
188,65.5
194,90.5
171,71.5
193,73.7
190,83.2
166,60.6
178,62.9
194,88.8
195,73.0
191,82.8
191,80.2
182,71.4
190,74.2
171,62.0
164,54.3
171,72.2
178,61.3
191,76.2
181,61.2
166,53.3
160,49.8
177,64.0
192,75.5
168,61.3
170,54.2
173,56.0
176,74.2
193,90.2
181,81.1
171,68.7
160,53.6
169,55.9
163,61.6
186,85.2
189,87.9
184,69.5
165,58.5
193,76.6
186,69.6
169,68.1
190,82.3
170,66.8
184,64.8
164,49.8
177,63.7
191,69.0
168,56.7
188,69.0
160,57.1
189,70.8
193,77.1
179,68.6
174,59.4
173,60.9
171,66.4
190,81.5
183,77.9
178,62.4
193,72.3
171,56.3
162,50.2
179,72.6
187,82.4
162,61.8
184,67.7
188,84.4
166,60.3
180,73.1
168,66.1
185,69.3
165,53.8
173,61.7
177,62.8
179,72.0
183,80.4
165,65.6
195,88.0
166,55.7
178,59.3
167,56.9
169,66.8
161,54.8
184,64.8
162,50.8
176,59.0
163,50.3
164,64.7
185,66.1
174,65.5
173,58.1
161,63.9
187,82.6
178,69.7
174,57.4
160,60.2
193,76.8
163,54.9
179,64.7
176,63.6
188,83.6
176,62.7
189,83.4
189,70.8
182,72.0
164,65.6
184,77.9
160,52.7
186,85.2
172,58.3
172,65.5
192,73.3
189,76.3
172,56.9
180,79.0
191,75.0
177,68.3
194,74.9
188,71.6
161,48.6
176,69.3
194,78.0
191,77.3
192,73.9
167,68.3
194,78.2
187,78.5
172,72.8
175,74.9
177,76.5
165,64.4
162,50.8
184,82.6
177,64.3
183,77.5
195,88.6
176,74.7
168,59.1
171,71.5
191,90.2
189,67.1
186,66.0
166,64.0
190,67.6
161,60.6
160,58.9
167,57.7
176,73.5
190,69.6
182,70.5
160,49.7
181,71.1
191,79.6
183,70.0
189,68.1
178,70.0
170,64.8
172,66.3
168,59.8
193,74.4
176,63.4
183,65.4
178,65.7
182,67.6
179,78.3
194,87.3
175,64.0
179,59.9
163,61.2
184,77.7
168,68.2
172,55.0
189,87.2
169,57.7
174,59.6
185,64.7
170,65.7
164,58.6
176,65.7
176,74.7
175,57.1
182,81.4
195,85.3
164,65.1
194,86.1
186,83.4
191,72.4
190,70.9
171,72.4
177,66.5
167,64.9
178,74.3
195,87.7
195,92.8
182,78.7
160,63.0
178,75.2
178,58.8
167,59.7
170,54.3
168,66.7
162,59.4
166,61.7
188,74.6
187,86.7
186,69.5
162,49.7
188,82.0
176,63.1
185,70.1
165,59.8
192,78.1
171,57.7
175,72.1
178,72.4
184,76.6
178,74.6
174,71.9
165,51.9
162,55.3
176,67.0
166,62.9
163,64.7
192,81.6
167,54.2
173,69.4
189,84.9
184,68.8
176,71.0
163,52.7
170,53.6
161,64.1
187,68.1
191,72.4
167,58.4
169,65.3
180,61.5
195,94.0
182,61.6
175,74.7
194,91.2
192,70.5
165,63.1
192,87.5
176,64.0
172,62.0
167,66.9
168,58.3
187,69.9
185,76.3
164,50.3
185,80.0
182,71.8
192,89.8
185,64.8
162,63.4
186,69.6
186,75.1
183,69.7
167,67.8
184,70.9
192,85.0
184,73.6
161,64.3
171,63.1
167,59.4
187,69.1
160,59.7
178,74.1
161,57.4
167,66.1
170,54.6
188,69.5
173,66.5
185,64.0
191,80.0
195,82.4
189,83.0
180,67.3
165,67.6
169,68.9
171,69.4
182,73.0
160,57.0
173,73.6
166,52.5
191,84.2
162,54.6
188,76.7
182,72.6
186,71.7
161,59.9
162,53.8
180,72.6
175,57.7
187,81.8
170,53.8
163,52.9
172,71.2
175,66.6
175,60.6
170,70.0
176,62.3
186,82.1
160,49.4
175,72.9
170,64.5
174,64.9
187,80.5
192,85.6
182,62.6
187,68.6
173,66.7
170,58.1
168,55.6
166,59.5
173,66.6
178,70.8
161,62.9
195,84.5
183,80.2
184,75.8
174,65.3
164,57.1
187,82.6
184,67.3
178,65.9
163,65.6
187,74.9
186,74.7
184,74.2
190,84.4
174,63.9
186,80.0
192,88.0
180,62.8
188,76.6
170,61.7
165,64.0
165,57.8
184,79.3
195,86.3
180,69.1
177,76.6
165,50.8
185,65.0
164,62.5
162,53.0
172,73.5
168,52.4
172,58.1
171,67.2
175,66.6
182,76.8
166,66.2
176,66.4
183,63.4
191,72.3
179,69.7
190,68.8
195,79.9
174,70.6
180,70.8
186,82.1
169,65.2
193,89.4
178,61.7
178,78.6
162,49.9
169,53.6
194,86.5
177,66.4
175,70.6
190,75.7
165,65.5
187,70.3
190,75.4
177,69.2
171,57.2
161,53.8
175,65.2
163,63.9
167,54.5
168,55.6
193,88.4
181,61.1
162,58.9
173,68.0
181,61.7
162,51.9
161,62.1
160,60.4
186,69.1
167,64.1
180,77.3
192,81.8
175,66.3
174,75.2
175,73.2
188,74.7
162,55.5
178,76.3
188,76.6
168,62.4
175,76.1
171,68.7
183,63.8
160,48.2
173,69.6
173,57.5
182,82.0
174,61.9
177,68.1
165,66.3
181,76.1
165,62.7
175,64.8
164,53.6
187,68.2
173,61.5
171,72.2
172,71.1
160,55.7
167,58.3
186,76.5
191,67.9
192,82.8
189,69.0
166,54.5
177,63.0
193,77.2
176,60.9
170,55.9
165,67.3
161,53.2
173,70.6
188,80.9
172,70.3
195,87.4
190,87.0
163,61.2
164,55.0
180,63.6
195,73.2
176,65.3
174,67.4
167,55.9
193,79.4
163,51.0
177,65.5
178,60.3
165,65.5
168,52.5
164,52.9
169,69.7
192,83.4
182,80.4
177,76.1
194,73.6
171,71.8
184,77.5
168,69.7
186,73.9
164,57.7
178,72.0
187,64.8
185,63.7
